"{""customer_id"":14,""full_name"":""Phạm Thị Ngọc"",""date_of_birth"":""1992-04-14"",""id_number"":""ID1014"",""phone"":""090000014"",""email"":""ngoc.pham@mail.com"",""address"":""Hà N?i"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":15,""full_name"":""Hoàng Văn Phúc"",""date_of_birth"":""1991-05-15"",""id_number"":""ID1015"",""phone"":""090000015"",""email"":""phuc.hoang@mail.com"",""address"":""TP HCM"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":16,""full_name"":""Đỗ Thị Quỳnh"",""date_of_birth"":""1990-06-16"",""id_number"":""ID1016"",""phone"":""090000016"",""email"":""quynh.do@mail.com"",""address"":""C?n Thơ"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":17,""full_name"":""Bùi Văn Sơn"",""date_of_birth"":""1989-07-17"",""id_number"":""ID1017"",""phone"":""090000017"",""email"":""son.bui@mail.com"",""address"":""H?i Ph?ng"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":18,""full_name"":""Vũ Thị Thảo"",""date_of_birth"":""1988-08-18"",""id_number"":""ID1018"",""phone"":""090000018"",""email"":""thao.vu@mail.com"",""address"":""Hà N?i"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":19,""full_name"":""Đặng Văn Tùng"",""date_of_birth"":""1987-09-19"",""id_number"":""ID1019"",""phone"":""090000019"",""email"":""tung.dang@mail.com"",""address"":""Đà N?ng"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":20,""full_name"":""Ngô Thị Uyên"",""date_of_birth"":""1986-10-20"",""id_number"":""ID1020"",""phone"":""090000020"",""email"":""uyen.ngo@mail.com"",""address"":""TP HCM"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":21,""full_name"":""Nguyễn Văn Vinh"",""date_of_birth"":""1995-01-21"",""id_number"":""ID1021"",""phone"":""090000021"",""email"":""vinh.nguyen@mail.com"",""address"":""Hà N?i"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":22,""full_name"":""Trần Thị Xuân"",""date_of_birth"":""1994-02-22"",""id_number"":""ID1022"",""phone"":""090000022"",""email"":""xuan.tran@mail.com"",""address"":""TP HCM"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":23,""full_name"":""Lê Văn Yên"",""date_of_birth"":""1993-03-23"",""id_number"":""ID1023"",""phone"":""090000023"",""email"":""yen.le@mail.com"",""address"":""Đà N?ng"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":24,""full_name"":""Phạm Thị Ánh"",""date_of_birth"":""1992-04-24"",""id_number"":""ID1024"",""phone"":""090000024"",""email"":""anh.pham@mail.com"",""address"":""Hà N?i"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":25,""full_name"":""Hoàng Văn Bảo"",""date_of_birth"":""1991-05-25"",""id_number"":""ID1025"",""phone"":""090000025"",""email"":""bao.hoang@mail.com"",""address"":""TP HCM"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":26,""full_name"":""Đỗ Thị Chi"",""date_of_birth"":""1990-06-26"",""id_number"":""ID1026"",""phone"":""090000026"",""email"":""chi.do@mail.com"",""address"":""C?n Thơ"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":27,""full_name"":""Bùi Văn Dũng"",""date_of_birth"":""1989-07-27"",""id_number"":""ID1027"",""phone"":""090000027"",""email"":""dung.bui@mail.com"",""address"":""H?i Ph?ng"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":28,""full_name"":""Vũ Thị Giang"",""date_of_birth"":""1988-08-28"",""id_number"":""ID1028"",""phone"":""090000028"",""email"":""giang.vu@mail.com"",""address"":""Hà N?i"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":29,""full_name"":""Đặng Văn Khánh"",""date_of_birth"":""1987-09-29"",""id_number"":""ID1029"",""phone"":""090000029"",""email"":""khanh.dang@mail.com"",""address"":""Đà N?ng"",""created_at"":""2026-01-01T14:55:48.517""}"
"{""customer_id"":30,""full_name"":""Ngô Thị Linh"",""date_of_birth"":""1986-10-30"",""id_number"":""ID1030"",""phone"":""090000030"",""email"":""linh.ngo@mail.com"",""address"":""TP HCM"",""created_at"":""2026-01-01T14:55:48.517""}"
